avaliacao_id,aluno_id,disciplina,nota,data
2286,115,Português,53.3,2024-05-20
2287,115,Matemática,47.0,2024-05-20
2288,115,Ciências,47.6,2024-05-20
2289,115,História,69.9,2024-05-20
2290,115,Geografia,66.1,2024-05-20
2291,115,Português,67.0,2024-08-25
2292,115,Matemática,70.7,2024-08-25
2293,115,Ciências,66.6,2024-08-25
2294,115,História,46.2,2024-08-25
2295,115,Geografia,88.0,2024-08-25
2296,115,Português,77.7,2024-11-10
2297,115,Matemática,59.6,2024-11-10
2298,115,Ciências,57.2,2024-11-10
2299,115,História,94.1,2024-11-10
2300,115,Geografia,57.0,2024-11-10
2301,116,Português,68.7,2024-03-15
2302,116,Matemática,23.5,2024-03-15
2303,116,Ciências,88.3,2024-03-15
2304,116,História,65.1,2024-03-15
2305,116,Geografia,54.6,2024-03-15
2306,116,Português,68.0,2024-05-20
2307,116,Matemática,66.5,2024-05-20
2308,116,Ciências,76.5,2024-05-20
2309,116,História,77.0,2024-05-20
2310,116,Geografia,63.2,2024-05-20
2311,116,Português,92.2,2024-08-25
2312,116,Matemática,53.0,2024-08-25
2313,116,Ciências,90.9,2024-08-25
2314,116,História,53.0,2024-08-25
2315,116,Geografia,64.3,2024-08-25
2316,116,Português,46.2,2024-11-10
2317,116,Matemática,27.0,2024-11-10
2318,116,Ciências,91.7,2024-11-10
2319,116,História,45.6,2024-11-10
2320,116,Geografia,99.8,2024-11-10
2321,117,Português,49.7,2024-03-15
2322,117,Matemática,35.4,2024-03-15
2323,117,Ciências,87.2,2024-03-15
2324,117,História,45.2,2024-03-15
2325,117,Geografia,82.0,2024-03-15
2326,117,Português,44.6,2024-05-20
2327,117,Matemática,44.2,2024-05-20
2328,117,Ciências,56.8,2024-05-20
2329,117,História,60.6,2024-05-20
2330,117,Geografia,72.9,2024-05-20
2331,117,Português,71.7,2024-08-25
2332,117,Matemática,35.2,2024-08-25
2333,117,Ciências,63.6,2024-08-25
2334,117,História,81.0,2024-08-25
2335,117,Geografia,51.0,2024-08-25
2336,117,Português,62.7,2024-11-10
2337,117,Matemática,33.4,2024-11-10
2338,117,Ciências,72.9,2024-11-10
2339,117,História,64.4,2024-11-10
2340,117,Geografia,65.9,2024-11-10
2341,118,Português,24.8,2024-03-15
2342,118,Matemática,44.8,2024-03-15
2343,118,Ciências,58.7,2024-03-15
2344,118,História,79.6,2024-03-15
2345,118,Geografia,53.0,2024-03-15
2346,118,Português,42.6,2024-05-20
2347,118,Matemática,53.7,2024-05-20
2348,118,Ciências,54.1,2024-05-20
2349,118,História,69.3,2024-05-20
2350,118,Geografia,87.5,2024-05-20
2351,118,Português,47.9,2024-08-25
2352,118,Matemática,38.2,2024-08-25
2353,118,Ciências,82.3,2024-08-25
2354,118,História,49.1,2024-08-25
2355,118,Geografia,53.9,2024-08-25
2356,118,Português,73.4,2024-11-10
2357,118,Matemática,15.4,2024-11-10
2358,118,Ciências,59.3,2024-11-10
2359,118,História,51.3,2024-11-10
2360,118,Geografia,75.8,2024-11-10
2361,119,Português,82.7,2024-03-15
2362,119,Matemática,57.5,2024-03-15
2363,119,Ciências,79.5,2024-03-15
2364,119,História,48.9,2024-03-15
2365,119,Geografia,39.0,2024-03-15
2366,119,Português,68.4,2024-05-20
2367,119,Matemática,33.7,2024-05-20
2368,119,Ciências,51.7,2024-05-20
2369,119,História,53.1,2024-05-20
2370,119,Geografia,74.2,2024-05-20
2371,119,Português,50.0,2024-08-25
2372,119,Matemática,29.3,2024-08-25
2373,119,Ciências,62.7,2024-08-25
2374,119,História,59.0,2024-08-25
2375,119,Geografia,80.4,2024-08-25
2376,119,Português,50.9,2024-11-10
2377,119,Matemática,23.9,2024-11-10
2378,119,Ciências,48.3,2024-11-10
2379,119,História,61.0,2024-11-10
2380,119,Geografia,52.9,2024-11-10
2381,120,Português,72.1,2024-03-15
2382,120,Matemática,39.2,2024-03-15
2383,120,Ciências,80.4,2024-03-15
2384,120,História,63.8,2024-03-15
2385,120,Geografia,64.5,2024-03-15
2386,120,Português,40.6,2024-05-20
2387,120,Matemática,10.9,2024-05-20
2388,120,Ciências,66.9,2024-05-20
2389,120,História,57.2,2024-05-20
2390,120,Geografia,33.1,2024-05-20
2391,120,Português,52.4,2024-08-25
2392,120,Matemática,64.6,2024-08-25
2393,120,Ciências,30.5,2024-08-25
2394,120,História,65.0,2024-08-25
2395,120,Geografia,57.5,2024-08-25
2396,120,Português,42.6,2024-11-10
2397,120,Matemática,52.8,2024-11-10
2398,120,Ciências,86.4,2024-11-10
2399,120,História,73.2,2024-11-10
2400,120,Geografia,61.5,2024-11-10
2401,121,Português,35.3,2024-03-15
2402,121,Matemática,49.0,2024-03-15
2403,121,Ciências,67.0,2024-03-15
2404,121,História,55.3,2024-03-15
2405,121,Geografia,63.2,2024-03-15
2406,121,Português,60.3,2024-05-20
2407,121,Matemática,76.1,2024-05-20
2408,121,Ciências,83.8,2024-05-20
2409,121,História,74.6,2024-05-20
2410,121,Geografia,82.9,2024-05-20
2411,121,Português,66.5,2024-08-25
2412,121,Matemática,39.0,2024-08-25
2413,121,Ciências,72.3,2024-08-25
2414,121,História,43.9,2024-08-25
2415,121,Geografia,100.0,2024-08-25
2416,121,Português,64.4,2024-11-10
2417,121,Matemática,50.0,2024-11-10
2418,121,Ciências,76.0,2024-11-10
2419,121,História,58.0,2024-11-10
2420,121,Geografia,34.7,2024-11-10
2421,122,Português,72.2,2024-03-15
2422,122,Matemática,45.7,2024-03-15
2423,122,Ciências,59.3,2024-03-15
2424,122,História,57.1,2024-03-15
2425,122,Geografia,52.3,2024-03-15
2426,122,Português,59.0,2024-05-20
2427,122,Matemática,66.0,2024-05-20
2428,122,Ciências,89.3,2024-05-20
2429,122,História,65.4,2024-05-20
2430,122,Geografia,97.1,2024-05-20
2431,122,Português,62.3,2024-08-25
2432,122,Matemática,22.7,2024-08-25
2433,122,Ciências,61.4,2024-08-25
2434,122,História,28.3,2024-08-25
2435,122,Geografia,52.7,2024-08-25
2436,122,Português,42.5,2024-11-10
2437,122,Matemática,0.0,2024-11-10
2438,122,Ciências,82.4,2024-11-10
2439,122,História,25.9,2024-11-10
2440,122,Geografia,56.6,2024-11-10
2441,123,Português,71.2,2024-03-15
2442,123,Matemática,43.2,2024-03-15
2443,123,Ciências,69.6,2024-03-15
2444,123,História,70.9,2024-03-15
2445,123,Geografia,54.1,2024-03-15
2446,123,Português,52.7,2024-05-20
2447,123,Matemática,41.1,2024-05-20
2448,123,Ciências,79.5,2024-05-20
2449,123,História,71.1,2024-05-20
2450,123,Geografia,35.7,2024-05-20
2451,123,Português,34.7,2024-08-25
2452,123,Matemática,50.6,2024-08-25
2453,123,Ciências,56.6,2024-08-25
2454,123,História,46.2,2024-08-25
2455,123,Geografia,67.0,2024-08-25
2456,123,Português,29.5,2024-11-10
2457,123,Matemática,61.8,2024-11-10
2458,123,Ciências,51.3,2024-11-10
2459,123,História,70.4,2024-11-10
2460,123,Geografia,55.9,2024-11-10
2461,124,Português,47.6,2024-03-15
2462,124,Matemática,69.5,2024-03-15
2463,124,Ciências,62.6,2024-03-15
2464,124,História,65.6,2024-03-15
2465,124,Geografia,85.7,2024-03-15
2466,124,Português,82.8,2024-05-20
2467,124,Matemática,100.0,2024-05-20
2468,124,Ciências,60.8,2024-05-20
2469,124,História,69.4,2024-05-20
2470,124,Geografia,78.4,2024-05-20
2471,124,Português,78.5,2024-08-25
2472,124,Matemática,37.5,2024-08-25
2473,124,Ciências,45.4,2024-08-25
2474,124,História,63.7,2024-08-25
2475,124,Geografia,61.1,2024-08-25
2476,124,Português,53.6,2024-11-10
2477,124,Matemática,80.8,2024-11-10
2478,124,Ciências,62.1,2024-11-10
2479,124,História,61.9,2024-11-10
2480,124,Geografia,71.8,2024-11-10
2481,125,Português,49.3,2024-03-15
2482,125,Matemática,38.5,2024-03-15
2483,125,Ciências,66.9,2024-03-15
2484,125,História,76.0,2024-03-15
2485,125,Geografia,90.0,2024-03-15
2486,125,Português,52.8,2024-05-20
2487,125,Matemática,59.3,2024-05-20
2488,125,Ciências,65.0,2024-05-20
2489,125,História,50.2,2024-05-20
2490,125,Geografia,80.4,2024-05-20
2491,125,Português,57.4,2024-08-25
2492,125,Matemática,63.0,2024-08-25
2493,125,Ciências,48.3,2024-08-25
2494,125,História,83.4,2024-08-25
2495,125,Geografia,76.2,2024-08-25
2496,125,Português,60.4,2024-11-10
2497,125,Matemática,89.0,2024-11-10
2498,125,Ciências,87.0,2024-11-10
2499,125,História,98.3,2024-11-10
2500,125,Geografia,96.0,2024-11-10
2501,126,Português,45.5,2024-03-15
2502,126,Matemática,41.7,2024-03-15
2503,126,Ciências,57.5,2024-03-15
2504,126,História,50.9,2024-03-15
2505,126,Geografia,36.4,2024-03-15
2506,126,Português,97.6,2024-05-20
2507,126,Matemática,32.3,2024-05-20
2508,126,Ciências,83.2,2024-05-20
2509,126,História,80.0,2024-05-20
2510,126,Geografia,100.0,2024-05-20
2511,126,Português,52.6,2024-08-25
2512,126,Matemática,7.5,2024-08-25
2513,126,Ciências,55.5,2024-08-25
2514,126,História,77.8,2024-08-25
2515,126,Geografia,51.6,2024-08-25
2516,126,Português,70.5,2024-11-10
2517,126,Matemática,25.8,2024-11-10
2518,126,Ciências,76.1,2024-11-10
2519,126,História,82.4,2024-11-10
2520,126,Geografia,50.2,2024-11-10
2521,127,Português,70.2,2024-03-15
2522,127,Matemática,27.6,2024-03-15
2523,127,Ciências,93.0,2024-03-15
2524,127,História,73.1,2024-03-15
2525,127,Geografia,52.5,2024-03-15
2526,127,Português,41.9,2024-05-20
2527,127,Matemática,31.6,2024-05-20
2528,127,Ciências,74.4,2024-05-20
2529,127,História,65.4,2024-05-20
2530,127,Geografia,66.5,2024-05-20
2531,127,Português,92.5,2024-08-25
2532,127,Matemática,33.2,2024-08-25
2533,127,Ciências,39.4,2024-08-25
2534,127,História,70.9,2024-08-25
2535,127,Geografia,77.1,2024-08-25
2536,127,Português,59.5,2024-11-10
2537,127,Matemática,88.2,2024-11-10
2538,127,Ciências,58.2,2024-11-10
2539,127,História,69.5,2024-11-10
2540,127,Geografia,54.1,2024-11-10
2541,128,Português,68.7,2024-03-15
2542,128,Matemática,70.3,2024-03-15
2543,128,Ciências,49.9,2024-03-15
2544,128,História,100.0,2024-03-15
2545,128,Geografia,56.8,2024-03-15
2546,128,Português,68.1,2024-05-20
2547,128,Matemática,69.0,2024-05-20
2548,128,Ciências,72.8,2024-05-20
2549,128,História,87.9,2024-05-20
2550,128,Geografia,64.5,2024-05-20
2551,128,Português,60.6,2024-08-25
2552,128,Matemática,61.7,2024-08-25
2553,128,Ciências,57.5,2024-08-25
2554,128,História,51.8,2024-08-25
2555,128,Geografia,52.9,2024-08-25
2556,128,Português,82.7,2024-11-10
2557,128,Matemática,0.0,2024-11-10
2558,128,Ciências,54.8,2024-11-10
2559,128,História,81.9,2024-11-10
2560,128,Geografia,56.6,2024-11-10
2561,129,Português,51.7,2024-03-15
2562,129,Matemática,59.5,2024-03-15
2563,129,Ciências,64.4,2024-03-15
2564,129,História,72.5,2024-03-15
2565,129,Geografia,76.0,2024-03-15
2566,129,Português,59.2,2024-05-20
2567,129,Matemática,83.8,2024-05-20
2568,129,Ciências,76.8,2024-05-20
2569,129,História,66.8,2024-05-20
2570,129,Geografia,65.3,2024-05-20
2571,129,Português,48.3,2024-08-25
2572,129,Matemática,51.7,2024-08-25
2573,129,Ciências,66.0,2024-08-25
2574,129,História,69.9,2024-08-25
2575,129,Geografia,82.9,2024-08-25
2576,129,Português,50.8,2024-11-10
2577,129,Matemática,49.3,2024-11-10
2578,129,Ciências,70.8,2024-11-10
2579,129,História,58.1,2024-11-10
2580,129,Geografia,63.5,2024-11-10
2581,130,Português,79.0,2024-03-15
2582,130,Matemática,63.2,2024-03-15
2583,130,Ciências,74.1,2024-03-15
2584,130,História,65.4,2024-03-15
2585,130,Geografia,82.8,2024-03-15
2586,130,Português,64.1,2024-05-20
2587,130,Matemática,52.6,2024-05-20
2588,130,Ciências,67.4,2024-05-20
2589,130,História,81.1,2024-05-20
2590,130,Geografia,62.0,2024-05-20
2591,130,Português,54.5,2024-08-25
2592,130,Matemática,58.7,2024-08-25
2593,130,Ciências,53.3,2024-08-25
2594,130,História,80.1,2024-08-25
2595,130,Geografia,93.0,2024-08-25
2596,130,Português,83.2,2024-11-10
2597,130,Matemática,60.0,2024-11-10
2598,130,Ciências,61.9,2024-11-10
2599,130,História,53.5,2024-11-10
2600,130,Geografia,49.3,2024-11-10
2601,131,Português,35.2,2024-03-15
2602,131,Matemática,21.7,2024-03-15
2603,131,Ciências,37.1,2024-03-15
2604,131,História,82.0,2024-03-15
2605,131,Geografia,56.6,2024-03-15
2606,131,Português,70.6,2024-05-20
2607,131,Matemática,59.8,2024-05-20
2608,131,Ciências,55.6,2024-05-20
2609,131,História,47.3,2024-05-20
2610,131,Geografia,83.6,2024-05-20
2611,131,Português,49.7,2024-08-25
2612,131,Matemática,53.0,2024-08-25
2613,131,Ciências,68.9,2024-08-25
2614,131,História,42.8,2024-08-25
2615,131,Geografia,54.1,2024-08-25
2616,131,Português,35.6,2024-11-10
2617,131,Matemática,36.4,2024-11-10
2618,131,Ciências,100.0,2024-11-10
2619,131,História,53.7,2024-11-10
2620,131,Geografia,83.9,2024-11-10
2621,132,Português,80.6,2024-03-15
2622,132,Matemática,27.4,2024-03-15
2623,132,Ciências,62.6,2024-03-15
2624,132,História,66.4,2024-03-15
2625,132,Geografia,63.3,2024-03-15
2626,132,Português,65.3,2024-05-20
2627,132,Matemática,16.0,2024-05-20
2628,132,Ciências,41.0,2024-05-20
2629,132,História,53.0,2024-05-20
2630,132,Geografia,75.0,2024-05-20
2631,132,Português,48.3,2024-08-25
2632,132,Matemática,24.7,2024-08-25
2633,132,Ciências,48.7,2024-08-25
2634,132,História,65.5,2024-08-25
2635,132,Geografia,79.9,2024-08-25
2636,132,Português,30.6,2024-11-10
2637,132,Matemática,68.1,2024-11-10
2638,132,Ciências,39.6,2024-11-10
2639,132,História,82.9,2024-11-10
2640,132,Geografia,52.4,2024-11-10
2641,133,Português,64.1,2024-03-15
2642,133,Matemática,48.3,2024-03-15
2643,133,Ciências,78.4,2024-03-15
2644,133,História,52.3,2024-03-15
2645,133,Geografia,82.0,2024-03-15
2646,133,Português,64.1,2024-05-20
2647,133,Matemática,0.0,2024-05-20
2648,133,Ciências,70.7,2024-05-20
2649,133,História,40.3,2024-05-20
2650,133,Geografia,70.6,2024-05-20
2651,133,Português,65.3,2024-08-25
2652,133,Matemática,34.8,2024-08-25
2653,133,Ciências,58.1,2024-08-25
2654,133,História,40.0,2024-08-25
2655,133,Geografia,83.1,2024-08-25
2656,133,Português,42.7,2024-11-10
2657,133,Matemática,23.4,2024-11-10
2658,133,Ciências,70.1,2024-11-10
2659,133,História,59.1,2024-11-10
2660,133,Geografia,80.9,2024-11-10
2661,134,Português,77.9,2024-03-15
2662,134,Matemática,13.4,2024-03-15
2663,134,Ciências,62.6,2024-03-15
2664,134,História,82.9,2024-03-15
2665,134,Geografia,55.6,2024-03-15
2666,134,Português,55.5,2024-05-20
2667,134,Matemática,56.3,2024-05-20
2668,134,Ciências,62.6,2024-05-20
2669,134,História,61.0,2024-05-20
2670,134,Geografia,69.9,2024-05-20
2671,134,Português,58.0,2024-08-25
2672,134,Matemática,28.1,2024-08-25
2673,134,Ciências,64.2,2024-08-25
2674,134,História,46.7,2024-08-25
2675,134,Geografia,60.7,2024-08-25
2676,134,Português,58.8,2024-11-10
2677,134,Matemática,47.1,2024-11-10
2678,134,Ciências,56.5,2024-11-10
2679,134,História,64.5,2024-11-10
2680,134,Geografia,59.5,2024-11-10
2681,135,Português,91.0,2024-03-15
2682,135,Matemática,64.9,2024-03-15
2683,135,Ciências,71.1,2024-03-15
2684,135,História,39.0,2024-03-15
2685,135,Geografia,53.0,2024-03-15
2686,135,Português,63.1,2024-05-20
2687,135,Matemática,29.1,2024-05-20
2688,135,Ciências,92.3,2024-05-20
2689,135,História,89.8,2024-05-20
2690,135,Geografia,75.5,2024-05-20
2691,135,Português,55.1,2024-08-25
2692,135,Matemática,21.0,2024-08-25
2693,135,Ciências,71.8,2024-08-25
2694,135,História,73.2,2024-08-25
2695,135,Geografia,69.3,2024-08-25
2696,135,Português,66.2,2024-11-10
2697,135,Matemática,22.3,2024-11-10
2698,135,Ciências,67.0,2024-11-10
2699,135,História,52.4,2024-11-10
2700,135,Geografia,68.0,2024-11-10
2701,136,Português,81.7,2024-03-15
2702,136,Matemática,0.0,2024-03-15
2703,136,Ciências,71.2,2024-03-15
2704,136,História,59.2,2024-03-15
2705,136,Geografia,71.6,2024-03-15
2706,136,Português,65.8,2024-05-20
2707,136,Matemática,53.2,2024-05-20
2708,136,Ciências,51.2,2024-05-20
2709,136,História,55.2,2024-05-20
2710,136,Geografia,35.0,2024-05-20
2711,136,Português,96.7,2024-08-25
2712,136,Matemática,29.7,2024-08-25
2713,136,Ciências,69.0,2024-08-25
2714,136,História,49.6,2024-08-25
2715,136,Geografia,77.0,2024-08-25
2716,136,Português,73.2,2024-11-10
2717,136,Matemática,65.0,2024-11-10
2718,136,Ciências,50.5,2024-11-10
2719,136,História,50.4,2024-11-10
2720,136,Geografia,43.1,2024-11-10
2721,137,Português,63.4,2024-03-15
2722,137,Matemática,29.1,2024-03-15
2723,137,Ciências,50.4,2024-03-15
2724,137,História,60.6,2024-03-15
2725,137,Geografia,85.2,2024-03-15
2726,137,Português,60.3,2024-05-20
2727,137,Matemática,54.8,2024-05-20
2728,137,Ciências,74.5,2024-05-20
2729,137,História,44.9,2024-05-20
2730,137,Geografia,78.9,2024-05-20
2731,137,Português,33.8,2024-08-25
2732,137,Matemática,60.6,2024-08-25
2733,137,Ciências,58.0,2024-08-25
2734,137,História,72.0,2024-08-25
2735,137,Geografia,72.0,2024-08-25
2736,137,Português,64.8,2024-11-10
2737,137,Matemática,25.7,2024-11-10
2738,137,Ciências,64.5,2024-11-10
2739,137,História,72.8,2024-11-10
2740,137,Geografia,76.2,2024-11-10
2741,138,Português,72.7,2024-03-15
2742,138,Matemática,48.5,2024-03-15
2743,138,Ciências,51.7,2024-03-15
2744,138,História,66.1,2024-03-15
2745,138,Geografia,69.9,2024-03-15
2746,138,Português,45.7,2024-05-20
2747,138,Matemática,57.0,2024-05-20
2748,138,Ciências,97.1,2024-05-20
2749,138,História,66.7,2024-05-20
2750,138,Geografia,65.4,2024-05-20
2751,138,Português,67.0,2024-08-25
2752,138,Matemática,82.6,2024-08-25
2753,138,Ciências,36.6,2024-08-25
2754,138,História,61.9,2024-08-25
2755,138,Geografia,59.0,2024-08-25
2756,138,Português,72.4,2024-11-10
2757,138,Matemática,79.6,2024-11-10
2758,138,Ciências,78.0,2024-11-10
2759,138,História,87.9,2024-11-10
2760,138,Geografia,50.5,2024-11-10
2761,139,Português,69.3,2024-03-15
2762,139,Matemática,49.1,2024-03-15
2763,139,Ciências,72.4,2024-03-15
2764,139,História,94.1,2024-03-15
2765,139,Geografia,58.5,2024-03-15
2766,139,Português,84.6,2024-05-20
2767,139,Matemática,31.6,2024-05-20
2768,139,Ciências,57.9,2024-05-20
2769,139,História,65.1,2024-05-20
2770,139,Geografia,66.6,2024-05-20
2771,139,Português,46.6,2024-08-25
2772,139,Matemática,64.8,2024-08-25
2773,139,Ciências,71.0,2024-08-25
2774,139,História,62.0,2024-08-25
2775,139,Geografia,78.6,2024-08-25
2776,139,Português,64.8,2024-11-10
2777,139,Matemática,65.1,2024-11-10
2778,139,Ciências,62.6,2024-11-10
2779,139,História,66.5,2024-11-10
2780,139,Geografia,98.3,2024-11-10
2781,140,Português,64.6,2024-03-15
2782,140,Matemática,51.1,2024-03-15
2783,140,Ciências,74.5,2024-03-15
2784,140,História,64.6,2024-03-15
2785,140,Geografia,91.6,2024-03-15
2786,140,Português,81.0,2024-05-20
2787,140,Matemática,69.7,2024-05-20
2788,140,Ciências,82.6,2024-05-20
2789,140,História,62.2,2024-05-20
2790,140,Geografia,89.2,2024-05-20
2791,140,Português,79.0,2024-08-25
2792,140,Matemática,45.9,2024-08-25
2793,140,Ciências,28.4,2024-08-25
2794,140,História,73.9,2024-08-25
2795,140,Geografia,62.8,2024-08-25
2796,140,Português,56.7,2024-11-10
2797,140,Matemática,77.0,2024-11-10
2798,140,Ciências,65.3,2024-11-10
2799,140,História,43.8,2024-11-10
2800,140,Geografia,63.7,2024-11-10
2801,141,Português,54.3,2024-03-15
2802,141,Matemática,22.5,2024-03-15
2803,141,Ciências,47.3,2024-03-15
2804,141,História,66.0,2024-03-15
2805,141,Geografia,63.8,2024-03-15
2806,141,Português,42.0,2024-05-20
2807,141,Matemática,0.0,2024-05-20
2808,141,Ciências,75.1,2024-05-20
2809,141,História,56.4,2024-05-20
2810,141,Geografia,66.1,2024-05-20
2811,141,Português,68.8,2024-08-25
2812,141,Matemática,12.6,2024-08-25
2813,141,Ciências,69.8,2024-08-25
2814,141,História,67.0,2024-08-25
2815,141,Geografia,60.4,2024-08-25
2816,141,Português,76.4,2024-11-10
2817,141,Matemática,57.4,2024-11-10
2818,141,Ciências,85.2,2024-11-10
2819,141,História,76.1,2024-11-10
2820,141,Geografia,94.9,2024-11-10
2821,142,Português,64.6,2024-03-15
2822,142,Matemática,52.5,2024-03-15
2823,142,Ciências,70.1,2024-03-15
2824,142,História,72.9,2024-03-15
2825,142,Geografia,72.7,2024-03-15
2826,142,Português,89.8,2024-05-20
2827,142,Matemática,79.0,2024-05-20
2828,142,Ciências,63.2,2024-05-20
2829,142,História,64.2,2024-05-20
2830,142,Geografia,54.9,2024-05-20
2831,142,Português,85.0,2024-08-25
2832,142,Matemática,62.8,2024-08-25
2833,142,Ciências,49.7,2024-08-25
2834,142,História,56.6,2024-08-25
2835,142,Geografia,79.3,2024-08-25
2836,142,Português,69.1,2024-11-10
2837,142,Matemática,16.5,2024-11-10
2838,142,Ciências,72.6,2024-11-10
2839,142,História,95.0,2024-11-10
2840,142,Geografia,59.0,2024-11-10
2841,143,Português,39.7,2024-03-15
2842,143,Matemática,0.0,2024-03-15
2843,143,Ciências,77.4,2024-03-15
2844,143,História,92.3,2024-03-15
2845,143,Geografia,63.5,2024-03-15
2846,143,Português,64.7,2024-05-20
2847,143,Matemática,87.1,2024-05-20
2848,143,Ciências,47.2,2024-05-20
2849,143,História,32.2,2024-05-20
2850,143,Geografia,52.4,2024-05-20
2851,143,Português,61.3,2024-08-25
2852,143,Matemática,42.5,2024-08-25
2853,143,Ciências,61.7,2024-08-25
2854,143,História,53.6,2024-08-25
2855,143,Geografia,73.8,2024-08-25
2856,143,Português,65.3,2024-11-10
2857,143,Matemática,81.4,2024-11-10
2858,143,Ciências,80.1,2024-11-10
2859,143,História,67.6,2024-11-10
2860,143,Geografia,43.1,2024-11-10
2861,144,Português,47.9,2024-03-15
2862,144,Matemática,34.1,2024-03-15
2863,144,Ciências,62.2,2024-03-15
2864,144,História,77.6,2024-03-15
2865,144,Geografia,88.2,2024-03-15
2866,144,Português,88.9,2024-05-20
2867,144,Matemática,38.5,2024-05-20
2868,144,Ciências,100.0,2024-05-20
2869,144,História,32.5,2024-05-20
2870,144,Geografia,56.0,2024-05-20
2871,144,Português,77.8,2024-08-25
2872,144,Matemática,66.3,2024-08-25
2873,144,Ciências,63.5,2024-08-25
2874,144,História,52.8,2024-08-25
2875,144,Geografia,60.1,2024-08-25
2876,144,Português,54.5,2024-11-10
2877,144,Matemática,69.6,2024-11-10
2878,144,Ciências,44.8,2024-11-10
2879,144,História,97.0,2024-11-10
2880,144,Geografia,63.4,2024-11-10
2881,145,Português,52.2,2024-03-15
2882,145,Matemática,59.6,2024-03-15
2883,145,Ciências,67.5,2024-03-15
2884,145,História,55.0,2024-03-15
2885,145,Geografia,65.0,2024-03-15
2886,145,Português,64.0,2024-05-20
2887,145,Matemática,92.3,2024-05-20
2888,145,Ciências,62.5,2024-05-20
2889,145,História,59.2,2024-05-20
2890,145,Geografia,52.9,2024-05-20
2891,145,Português,53.3,2024-08-25
2892,145,Matemática,59.5,2024-08-25
2893,145,Ciências,33.8,2024-08-25
2894,145,História,42.6,2024-08-25
2895,145,Geografia,71.7,2024-08-25
2896,145,Português,47.6,2024-11-10
2897,145,Matemática,43.0,2024-11-10
2898,145,Ciências,80.5,2024-11-10
2899,145,História,84.3,2024-11-10
2900,145,Geografia,49.7,2024-11-10
2901,146,Português,50.0,2024-03-15
2902,146,Matemática,49.0,2024-03-15
2903,146,Ciências,60.0,2024-03-15
2904,146,História,48.3,2024-03-15
2905,146,Geografia,78.0,2024-03-15
2906,146,Português,67.4,2024-05-20
2907,146,Matemática,63.2,2024-05-20
2908,146,Ciências,68.3,2024-05-20
2909,146,História,39.1,2024-05-20
2910,146,Geografia,79.3,2024-05-20
2911,146,Português,64.7,2024-08-25
2912,146,Matemática,48.5,2024-08-25
2913,146,Ciências,56.9,2024-08-25
2914,146,História,46.5,2024-08-25
2915,146,Geografia,85.1,2024-08-25
2916,146,Português,63.4,2024-11-10
2917,146,Matemática,55.6,2024-11-10
2918,146,Ciências,49.5,2024-11-10
2919,146,História,84.2,2024-11-10
2920,146,Geografia,48.6,2024-11-10
2921,147,Português,44.3,2024-03-15
2922,147,Matemática,9.4,2024-03-15
2923,147,Ciências,74.0,2024-03-15
2924,147,História,34.3,2024-03-15
2925,147,Geografia,41.8,2024-03-15
2926,147,Português,84.1,2024-05-20
2927,147,Matemática,55.9,2024-05-20
2928,147,Ciências,79.5,2024-05-20
2929,147,História,47.9,2024-05-20
2930,147,Geografia,34.5,2024-05-20
2931,147,Português,61.9,2024-08-25
2932,147,Matemática,45.2,2024-08-25
2933,147,Ciências,36.3,2024-08-25
2934,147,História,55.5,2024-08-25
2935,147,Geografia,57.7,2024-08-25
2936,147,Português,70.5,2024-11-10
2937,147,Matemática,16.1,2024-11-10
2938,147,Ciências,86.5,2024-11-10
2939,147,História,45.5,2024-11-10
2940,147,Geografia,57.4,2024-11-10
2941,148,Português,87.1,2024-03-15
2942,148,Matemática,28.2,2024-03-15
2943,148,Ciências,61.1,2024-03-15
2944,148,História,79.0,2024-03-15
2945,148,Geografia,43.5,2024-03-15
2946,148,Português,62.4,2024-05-20
2947,148,Matemática,21.2,2024-05-20
2948,148,Ciências,61.8,2024-05-20
2949,148,História,51.9,2024-05-20
2950,148,Geografia,74.0,2024-05-20
2951,148,Português,61.5,2024-08-25
2952,148,Matemática,45.4,2024-08-25
2953,148,Ciências,68.4,2024-08-25
2954,148,História,83.0,2024-08-25
2955,148,Geografia,60.8,2024-08-25
2956,148,Português,100.0,2024-11-10
2957,148,Matemática,41.8,2024-11-10
2958,148,Ciências,56.5,2024-11-10
2959,148,História,65.1,2024-11-10
2960,148,Geografia,59.2,2024-11-10
2961,149,Português,50.5,2024-03-15
2962,149,Matemática,76.7,2024-03-15
2963,149,Ciências,58.7,2024-03-15
2964,149,História,70.6,2024-03-15
2965,149,Geografia,49.0,2024-03-15
2966,149,Português,77.3,2024-05-20
2967,149,Matemática,82.8,2024-05-20
2968,149,Ciências,66.7,2024-05-20
2969,149,História,61.9,2024-05-20
2970,149,Geografia,56.4,2024-05-20
2971,149,Português,68.0,2024-08-25
2972,149,Matemática,37.5,2024-08-25
2973,149,Ciências,35.0,2024-08-25
2974,149,História,100.0,2024-08-25
2975,149,Geografia,65.9,2024-08-25
2976,149,Português,51.6,2024-11-10
2977,149,Matemática,56.5,2024-11-10
2978,149,Ciências,85.7,2024-11-10
2979,149,História,52.1,2024-11-10
2980,149,Geografia,60.7,2024-11-10
2981,150,Português,46.1,2024-03-15
2982,150,Matemática,13.0,2024-03-15
2983,150,Ciências,78.9,2024-03-15
